element_tran,node1,node2
CCCCCC[N+]1=C([*:3])C(CCCC[*:3])(CCC[*:3])c2ccccc21 --->>>--- CCCCCCCCC1(CCC[*:3])C([*:3])=[N+](CC[*:3])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:3])C(CCCC[*:3])(CCC[*:3])c2ccccc21,CCCCCCCCC1(CCC[*:3])C([*:3])=[N+](CC[*:3])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:1])C(CCCC[*:1])(CCC[*:1])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:1])C(CCCCCC[*:1])(C[*:1])c2cc(C(=O)O)ccc21,CCCCCC[N+]1=C([*:1])C(CCCC[*:1])(CCC[*:1])c2ccccc21,CCCCCC[N+]1=C([*:1])C(CCCCCC[*:1])(C[*:1])c2cc(C(=O)O)ccc21
CCCCCC[N+]1=C([*:2])C(CCCC[*:2])(CCC[*:2])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:2])C(CCCCCC[*:2])(C[*:2])c2cc(C(=O)O)ccc21,CCCCCC[N+]1=C([*:2])C(CCCC[*:2])(CCC[*:2])c2ccccc21,CCCCCC[N+]1=C([*:2])C(CCCCCC[*:2])(C[*:2])c2cc(C(=O)O)ccc21
CCCCCC[N+]1=C([*:3])C(CCCC[*:3])(CCC[*:3])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:3])C(CCCCCC[*:3])(C[*:3])c2cc(C(=O)O)ccc21,CCCCCC[N+]1=C([*:3])C(CCCC[*:3])(CCC[*:3])c2ccccc21,CCCCCC[N+]1=C([*:3])C(CCCCCC[*:3])(C[*:3])c2cc(C(=O)O)ccc21
CCCCCC[N+]1=C([*:1])C(CCCC[*:1])(CCC[*:1])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:1])C(CCCCC[*:1])(CC[*:1])c2cc(C(=O)O)ccc21,CCCCCC[N+]1=C([*:1])C(CCCC[*:1])(CCC[*:1])c2ccccc21,CCCCCC[N+]1=C([*:1])C(CCCCC[*:1])(CC[*:1])c2cc(C(=O)O)ccc21
CCCCCC[N+]1=C([*:2])C(CCCC[*:2])(CCC[*:2])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:2])C(CCCCC[*:2])(CC[*:2])c2cc(C(=O)O)ccc21,CCCCCC[N+]1=C([*:2])C(CCCC[*:2])(CCC[*:2])c2ccccc21,CCCCCC[N+]1=C([*:2])C(CCCCC[*:2])(CC[*:2])c2cc(C(=O)O)ccc21
CCCCCC[N+]1=C([*:3])C(CCCC[*:3])(CCC[*:3])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:3])C(CCCCC[*:3])(CC[*:3])c2cc(C(=O)O)ccc21,CCCCCC[N+]1=C([*:3])C(CCCC[*:3])(CCC[*:3])c2ccccc21,CCCCCC[N+]1=C([*:3])C(CCCCC[*:3])(CC[*:3])c2cc(C(=O)O)ccc21
CCCCCC[N+]1=C([*:1])C(CCCC[*:1])(CCC[*:1])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:1])C(CCCC[*:1])(CCC[*:1])c2cc(C(=O)O)ccc21,CCCCCC[N+]1=C([*:1])C(CCCC[*:1])(CCC[*:1])c2ccccc21,CCCCCC[N+]1=C([*:1])C(CCCC[*:1])(CCC[*:1])c2cc(C(=O)O)ccc21
CCCCCC[N+]1=C([*:2])C(CCCC[*:2])(CCC[*:2])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:2])C(CCCC[*:2])(CCC[*:2])c2cc(C(=O)O)ccc21,CCCCCC[N+]1=C([*:2])C(CCCC[*:2])(CCC[*:2])c2ccccc21,CCCCCC[N+]1=C([*:2])C(CCCC[*:2])(CCC[*:2])c2cc(C(=O)O)ccc21
CCCCCC[N+]1=C([*:3])C(CCCC[*:3])(CCC[*:3])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:3])C(CCCC[*:3])(CCC[*:3])c2cc(C(=O)O)ccc21,CCCCCC[N+]1=C([*:3])C(CCCC[*:3])(CCC[*:3])c2ccccc21,CCCCCC[N+]1=C([*:3])C(CCCC[*:3])(CCC[*:3])c2cc(C(=O)O)ccc21
CCCCCC[N+]1=C([*:1])C(CCCC[*:1])(CC[*:1])c2ccccc21 --->>>--- CCCCCCCCCCC1(CC[*:1])C([*:1])=[N+]([*:1])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:1])C(CCCC[*:1])(CC[*:1])c2ccccc21,CCCCCCCCCCC1(CC[*:1])C([*:1])=[N+]([*:1])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:2])C(CCCC[*:2])(CC[*:2])c2ccccc21 --->>>--- CCCCCCCCCCC1(CC[*:2])C([*:2])=[N+]([*:2])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:2])C(CCCC[*:2])(CC[*:2])c2ccccc21,CCCCCCCCCCC1(CC[*:2])C([*:2])=[N+]([*:2])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:3])C(CCCC[*:3])(CC[*:3])c2ccccc21 --->>>--- CCCCCCCCCCC1(CC[*:3])C([*:3])=[N+]([*:3])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:3])C(CCCC[*:3])(CC[*:3])c2ccccc21,CCCCCCCCCCC1(CC[*:3])C([*:3])=[N+]([*:3])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:1])C(CCCC[*:1])(CC[*:1])c2ccccc21 --->>>--- CCCCCCCCCCC1([*:1])C([*:1])=[N+](CC[*:1])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:1])C(CCCC[*:1])(CC[*:1])c2ccccc21,CCCCCCCCCCC1([*:1])C([*:1])=[N+](CC[*:1])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:2])C(CCCC[*:2])(CC[*:2])c2ccccc21 --->>>--- CCCCCCCCCCC1([*:2])C([*:2])=[N+](CC[*:2])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:2])C(CCCC[*:2])(CC[*:2])c2ccccc21,CCCCCCCCCCC1([*:2])C([*:2])=[N+](CC[*:2])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:3])C(CCCC[*:3])(CC[*:3])c2ccccc21 --->>>--- CCCCCCCCCCC1([*:3])C([*:3])=[N+](CC[*:3])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:3])C(CCCC[*:3])(CC[*:3])c2ccccc21,CCCCCCCCCCC1([*:3])C([*:3])=[N+](CC[*:3])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:1])C(CCCC[*:1])(CC[*:1])c2ccccc21 --->>>--- CCCCCCCCC1(CCCC[*:1])C([*:1])=[N+]([*:1])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:1])C(CCCC[*:1])(CC[*:1])c2ccccc21,CCCCCCCCC1(CCCC[*:1])C([*:1])=[N+]([*:1])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:2])C(CCCC[*:2])(CC[*:2])c2ccccc21 --->>>--- CCCCCCCCC1(CCCC[*:2])C([*:2])=[N+]([*:2])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:2])C(CCCC[*:2])(CC[*:2])c2ccccc21,CCCCCCCCC1(CCCC[*:2])C([*:2])=[N+]([*:2])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:3])C(CCCC[*:3])(CC[*:3])c2ccccc21 --->>>--- CCCCCCCCC1(CCCC[*:3])C([*:3])=[N+]([*:3])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:3])C(CCCC[*:3])(CC[*:3])c2ccccc21,CCCCCCCCC1(CCCC[*:3])C([*:3])=[N+]([*:3])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:1])C(CCCC[*:1])(CC[*:1])c2ccccc21 --->>>--- CCCCCCCCC1(CC[*:1])C([*:1])=[N+](CC[*:1])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:1])C(CCCC[*:1])(CC[*:1])c2ccccc21,CCCCCCCCC1(CC[*:1])C([*:1])=[N+](CC[*:1])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:2])C(CCCC[*:2])(CC[*:2])c2ccccc21 --->>>--- CCCCCCCCC1(CC[*:2])C([*:2])=[N+](CC[*:2])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:2])C(CCCC[*:2])(CC[*:2])c2ccccc21,CCCCCCCCC1(CC[*:2])C([*:2])=[N+](CC[*:2])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:3])C(CCCC[*:3])(CC[*:3])c2ccccc21 --->>>--- CCCCCCCCC1(CC[*:3])C([*:3])=[N+](CC[*:3])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:3])C(CCCC[*:3])(CC[*:3])c2ccccc21,CCCCCCCCC1(CC[*:3])C([*:3])=[N+](CC[*:3])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:1])C(CCCC[*:1])(CC[*:1])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:1])C(CCCCCC[*:1])([*:1])c2cc(C(=O)O)ccc21,CCCCCC[N+]1=C([*:1])C(CCCC[*:1])(CC[*:1])c2ccccc21,CCCCCC[N+]1=C([*:1])C(CCCCCC[*:1])([*:1])c2cc(C(=O)O)ccc21
CCCCCC[N+]1=C([*:2])C(CCCC[*:2])(CC[*:2])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:2])C(CCCCCC[*:2])([*:2])c2cc(C(=O)O)ccc21,CCCCCC[N+]1=C([*:2])C(CCCC[*:2])(CC[*:2])c2ccccc21,CCCCCC[N+]1=C([*:2])C(CCCCCC[*:2])([*:2])c2cc(C(=O)O)ccc21
CCCCCC[N+]1=C([*:3])C(CCCC[*:3])(CC[*:3])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:3])C(CCCCCC[*:3])([*:3])c2cc(C(=O)O)ccc21,CCCCCC[N+]1=C([*:3])C(CCCC[*:3])(CC[*:3])c2ccccc21,CCCCCC[N+]1=C([*:3])C(CCCCCC[*:3])([*:3])c2cc(C(=O)O)ccc21
CCCCCC[N+]1=C([*:1])C(CCCC[*:1])(CC[*:1])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:1])C(CCCC[*:1])(CC[*:1])c2cc(C(=O)O)ccc21,CCCCCC[N+]1=C([*:1])C(CCCC[*:1])(CC[*:1])c2ccccc21,CCCCCC[N+]1=C([*:1])C(CCCC[*:1])(CC[*:1])c2cc(C(=O)O)ccc21
CCCCCC[N+]1=C([*:2])C(CCCC[*:2])(CC[*:2])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:2])C(CCCC[*:2])(CC[*:2])c2cc(C(=O)O)ccc21,CCCCCC[N+]1=C([*:2])C(CCCC[*:2])(CC[*:2])c2ccccc21,CCCCCC[N+]1=C([*:2])C(CCCC[*:2])(CC[*:2])c2cc(C(=O)O)ccc21
CCCCCC[N+]1=C([*:3])C(CCCC[*:3])(CC[*:3])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:3])C(CCCC[*:3])(CC[*:3])c2cc(C(=O)O)ccc21,CCCCCC[N+]1=C([*:3])C(CCCC[*:3])(CC[*:3])c2ccccc21,CCCCCC[N+]1=C([*:3])C(CCCC[*:3])(CC[*:3])c2cc(C(=O)O)ccc21
CCCCCC[N+]1=C([*:1])C(CCCC[*:1])(C[*:1])c2ccccc21 --->>>--- CCCCCCCCCCC1(C[*:1])C([*:1])=[N+]([*:1])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:1])C(CCCC[*:1])(C[*:1])c2ccccc21,CCCCCCCCCCC1(C[*:1])C([*:1])=[N+]([*:1])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:2])C(CCCC[*:2])(C[*:2])c2ccccc21 --->>>--- CCCCCCCCCCC1(C[*:2])C([*:2])=[N+]([*:2])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:2])C(CCCC[*:2])(C[*:2])c2ccccc21,CCCCCCCCCCC1(C[*:2])C([*:2])=[N+]([*:2])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:3])C(CCCC[*:3])(C[*:3])c2ccccc21 --->>>--- CCCCCCCCCCC1(C[*:3])C([*:3])=[N+]([*:3])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:3])C(CCCC[*:3])(C[*:3])c2ccccc21,CCCCCCCCCCC1(C[*:3])C([*:3])=[N+]([*:3])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:1])C(CCCC[*:1])(C[*:1])c2ccccc21 --->>>--- CCCCCCCCC1(CCC[*:1])C([*:1])=[N+]([*:1])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:1])C(CCCC[*:1])(C[*:1])c2ccccc21,CCCCCCCCC1(CCC[*:1])C([*:1])=[N+]([*:1])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:2])C(CCCC[*:2])(C[*:2])c2ccccc21 --->>>--- CCCCCCCCC1(CCC[*:2])C([*:2])=[N+]([*:2])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:2])C(CCCC[*:2])(C[*:2])c2ccccc21,CCCCCCCCC1(CCC[*:2])C([*:2])=[N+]([*:2])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:3])C(CCCC[*:3])(C[*:3])c2ccccc21 --->>>--- CCCCCCCCC1(CCC[*:3])C([*:3])=[N+]([*:3])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:3])C(CCCC[*:3])(C[*:3])c2ccccc21,CCCCCCCCC1(CCC[*:3])C([*:3])=[N+]([*:3])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:1])C(CCCC[*:1])(C[*:1])c2ccccc21 --->>>--- CCCCCCCCC1(C[*:1])C([*:1])=[N+](CC[*:1])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:1])C(CCCC[*:1])(C[*:1])c2ccccc21,CCCCCCCCC1(C[*:1])C([*:1])=[N+](CC[*:1])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:2])C(CCCC[*:2])(C[*:2])c2ccccc21 --->>>--- CCCCCCCCC1(C[*:2])C([*:2])=[N+](CC[*:2])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:2])C(CCCC[*:2])(C[*:2])c2ccccc21,CCCCCCCCC1(C[*:2])C([*:2])=[N+](CC[*:2])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:3])C(CCCC[*:3])(C[*:3])c2ccccc21 --->>>--- CCCCCCCCC1(C[*:3])C([*:3])=[N+](CC[*:3])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:3])C(CCCC[*:3])(C[*:3])c2ccccc21,CCCCCCCCC1(C[*:3])C([*:3])=[N+](CC[*:3])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:1])C(CCCC[*:1])(C[*:1])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:1])C(CCCC[*:1])(C[*:1])c2cc(C(=O)O)ccc21,CCCCCC[N+]1=C([*:1])C(CCCC[*:1])(C[*:1])c2ccccc21,CCCCCC[N+]1=C([*:1])C(CCCC[*:1])(C[*:1])c2cc(C(=O)O)ccc21
CCCCCC[N+]1=C([*:2])C(CCCC[*:2])(C[*:2])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:2])C(CCCC[*:2])(C[*:2])c2cc(C(=O)O)ccc21,CCCCCC[N+]1=C([*:2])C(CCCC[*:2])(C[*:2])c2ccccc21,CCCCCC[N+]1=C([*:2])C(CCCC[*:2])(C[*:2])c2cc(C(=O)O)ccc21
CCCCCC[N+]1=C([*:3])C(CCCC[*:3])(C[*:3])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:3])C(CCCC[*:3])(C[*:3])c2cc(C(=O)O)ccc21,CCCCCC[N+]1=C([*:3])C(CCCC[*:3])(C[*:3])c2ccccc21,CCCCCC[N+]1=C([*:3])C(CCCC[*:3])(C[*:3])c2cc(C(=O)O)ccc21
CCCCCC[N+]1=C([*:1])C(CCCC[*:1])(C[*:1])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:1])C(CCC[*:1])(CC[*:1])c2cc(C(=O)O)ccc21,CCCCCC[N+]1=C([*:1])C(CCCC[*:1])(C[*:1])c2ccccc21,CCCCCC[N+]1=C([*:1])C(CCC[*:1])(CC[*:1])c2cc(C(=O)O)ccc21
CCCCCC[N+]1=C([*:2])C(CCCC[*:2])(C[*:2])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:2])C(CCC[*:2])(CC[*:2])c2cc(C(=O)O)ccc21,CCCCCC[N+]1=C([*:2])C(CCCC[*:2])(C[*:2])c2ccccc21,CCCCCC[N+]1=C([*:2])C(CCC[*:2])(CC[*:2])c2cc(C(=O)O)ccc21
CCCCCC[N+]1=C([*:3])C(CCCC[*:3])(C[*:3])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:3])C(CCC[*:3])(CC[*:3])c2cc(C(=O)O)ccc21,CCCCCC[N+]1=C([*:3])C(CCCC[*:3])(C[*:3])c2ccccc21,CCCCCC[N+]1=C([*:3])C(CCC[*:3])(CC[*:3])c2cc(C(=O)O)ccc21
CCCCCC[N+]1=C([*:1])C(CCCC[*:1])([*:1])c2ccccc21 --->>>--- CCCCCCCCCCC1([*:1])C([*:1])=[N+]([*:1])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:1])C(CCCC[*:1])([*:1])c2ccccc21,CCCCCCCCCCC1([*:1])C([*:1])=[N+]([*:1])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:2])C(CCCC[*:2])([*:2])c2ccccc21 --->>>--- CCCCCCCCCCC1([*:2])C([*:2])=[N+]([*:2])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:2])C(CCCC[*:2])([*:2])c2ccccc21,CCCCCCCCCCC1([*:2])C([*:2])=[N+]([*:2])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:3])C(CCCC[*:3])([*:3])c2ccccc21 --->>>--- CCCCCCCCCCC1([*:3])C([*:3])=[N+]([*:3])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:3])C(CCCC[*:3])([*:3])c2ccccc21,CCCCCCCCCCC1([*:3])C([*:3])=[N+]([*:3])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:1])C(CCCC[*:1])([*:1])c2ccccc21 --->>>--- CCCCCCCCC1(CC[*:1])C([*:1])=[N+]([*:1])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:1])C(CCCC[*:1])([*:1])c2ccccc21,CCCCCCCCC1(CC[*:1])C([*:1])=[N+]([*:1])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:2])C(CCCC[*:2])([*:2])c2ccccc21 --->>>--- CCCCCCCCC1(CC[*:2])C([*:2])=[N+]([*:2])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:2])C(CCCC[*:2])([*:2])c2ccccc21,CCCCCCCCC1(CC[*:2])C([*:2])=[N+]([*:2])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:3])C(CCCC[*:3])([*:3])c2ccccc21 --->>>--- CCCCCCCCC1(CC[*:3])C([*:3])=[N+]([*:3])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:3])C(CCCC[*:3])([*:3])c2ccccc21,CCCCCCCCC1(CC[*:3])C([*:3])=[N+]([*:3])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:1])C(CCCC[*:1])([*:1])c2ccccc21 --->>>--- CCCCCCCCC1([*:1])C([*:1])=[N+](CC[*:1])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:1])C(CCCC[*:1])([*:1])c2ccccc21,CCCCCCCCC1([*:1])C([*:1])=[N+](CC[*:1])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:2])C(CCCC[*:2])([*:2])c2ccccc21 --->>>--- CCCCCCCCC1([*:2])C([*:2])=[N+](CC[*:2])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:2])C(CCCC[*:2])([*:2])c2ccccc21,CCCCCCCCC1([*:2])C([*:2])=[N+](CC[*:2])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:3])C(CCCC[*:3])([*:3])c2ccccc21 --->>>--- CCCCCCCCC1([*:3])C([*:3])=[N+](CC[*:3])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:3])C(CCCC[*:3])([*:3])c2ccccc21,CCCCCCCCC1([*:3])C([*:3])=[N+](CC[*:3])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:1])C(CCCC[*:1])([*:1])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:1])C(CCCC[*:1])([*:1])c2cc(C(=O)O)ccc21,CCCCCC[N+]1=C([*:1])C(CCCC[*:1])([*:1])c2ccccc21,CCCCCC[N+]1=C([*:1])C(CCCC[*:1])([*:1])c2cc(C(=O)O)ccc21
CCCCCC[N+]1=C([*:2])C(CCCC[*:2])([*:2])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:2])C(CCCC[*:2])([*:2])c2cc(C(=O)O)ccc21,CCCCCC[N+]1=C([*:2])C(CCCC[*:2])([*:2])c2ccccc21,CCCCCC[N+]1=C([*:2])C(CCCC[*:2])([*:2])c2cc(C(=O)O)ccc21
CCCCCC[N+]1=C([*:3])C(CCCC[*:3])([*:3])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:3])C(CCCC[*:3])([*:3])c2cc(C(=O)O)ccc21,CCCCCC[N+]1=C([*:3])C(CCCC[*:3])([*:3])c2ccccc21,CCCCCC[N+]1=C([*:3])C(CCCC[*:3])([*:3])c2cc(C(=O)O)ccc21
CCCCCC[N+]1=C([*:1])C(CCCC[*:1])([*:1])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:1])C(CC[*:1])(CC[*:1])c2cc(C(=O)O)ccc21,CCCCCC[N+]1=C([*:1])C(CCCC[*:1])([*:1])c2ccccc21,CCCCCC[N+]1=C([*:1])C(CC[*:1])(CC[*:1])c2cc(C(=O)O)ccc21
CCCCCC[N+]1=C([*:2])C(CCCC[*:2])([*:2])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:2])C(CC[*:2])(CC[*:2])c2cc(C(=O)O)ccc21,CCCCCC[N+]1=C([*:2])C(CCCC[*:2])([*:2])c2ccccc21,CCCCCC[N+]1=C([*:2])C(CC[*:2])(CC[*:2])c2cc(C(=O)O)ccc21
CCCCCC[N+]1=C([*:3])C(CCCC[*:3])([*:3])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:3])C(CC[*:3])(CC[*:3])c2cc(C(=O)O)ccc21,CCCCCC[N+]1=C([*:3])C(CCCC[*:3])([*:3])c2ccccc21,CCCCCC[N+]1=C([*:3])C(CC[*:3])(CC[*:3])c2cc(C(=O)O)ccc21
CCCCCC[N+]1=C([*:1])C(CCC[*:1])(CCC[*:1])c2ccccc21 --->>>--- CCCCCCCCCCC1(C[*:1])C([*:1])=[N+](C[*:1])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:1])C(CCC[*:1])(CCC[*:1])c2ccccc21,CCCCCCCCCCC1(C[*:1])C([*:1])=[N+](C[*:1])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:2])C(CCC[*:2])(CCC[*:2])c2ccccc21 --->>>--- CCCCCCCCCCC1(C[*:2])C([*:2])=[N+](C[*:2])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:2])C(CCC[*:2])(CCC[*:2])c2ccccc21,CCCCCCCCCCC1(C[*:2])C([*:2])=[N+](C[*:2])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:3])C(CCC[*:3])(CCC[*:3])c2ccccc21 --->>>--- CCCCCCCCCCC1(C[*:3])C([*:3])=[N+](C[*:3])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:3])C(CCC[*:3])(CCC[*:3])c2ccccc21,CCCCCCCCCCC1(C[*:3])C([*:3])=[N+](C[*:3])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:1])C(CCC[*:1])(CCC[*:1])c2ccccc21 --->>>--- CCCCCCCCC1(CCC[*:1])C([*:1])=[N+](C[*:1])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:1])C(CCC[*:1])(CCC[*:1])c2ccccc21,CCCCCCCCC1(CCC[*:1])C([*:1])=[N+](C[*:1])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:2])C(CCC[*:2])(CCC[*:2])c2ccccc21 --->>>--- CCCCCCCCC1(CCC[*:2])C([*:2])=[N+](C[*:2])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:2])C(CCC[*:2])(CCC[*:2])c2ccccc21,CCCCCCCCC1(CCC[*:2])C([*:2])=[N+](C[*:2])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:3])C(CCC[*:3])(CCC[*:3])c2ccccc21 --->>>--- CCCCCCCCC1(CCC[*:3])C([*:3])=[N+](C[*:3])c2ccc(C(=O)O)cc21,CCCCCC[N+]1=C([*:3])C(CCC[*:3])(CCC[*:3])c2ccccc21,CCCCCCCCC1(CCC[*:3])C([*:3])=[N+](C[*:3])c2ccc(C(=O)O)cc21
CCCCCC[N+]1=C([*:1])C(CCC[*:1])(CCC[*:1])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:1])C(CCCCC[*:1])(C[*:1])c2cc(C(=O)O)ccc21,CCCCCC[N+]1=C([*:1])C(CCC[*:1])(CCC[*:1])c2ccccc21,CCCCCC[N+]1=C([*:1])C(CCCCC[*:1])(C[*:1])c2cc(C(=O)O)ccc21
CCCCCC[N+]1=C([*:2])C(CCC[*:2])(CCC[*:2])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:2])C(CCCCC[*:2])(C[*:2])c2cc(C(=O)O)ccc21,CCCCCC[N+]1=C([*:2])C(CCC[*:2])(CCC[*:2])c2ccccc21,CCCCCC[N+]1=C([*:2])C(CCCCC[*:2])(C[*:2])c2cc(C(=O)O)ccc21
CCCCCC[N+]1=C([*:3])C(CCC[*:3])(CCC[*:3])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:3])C(CCCCC[*:3])(C[*:3])c2cc(C(=O)O)ccc21,CCCCCC[N+]1=C([*:3])C(CCC[*:3])(CCC[*:3])c2ccccc21,CCCCCC[N+]1=C([*:3])C(CCCCC[*:3])(C[*:3])c2cc(C(=O)O)ccc21
CCCCCC[N+]1=C([*:1])C(CCC[*:1])(CCC[*:1])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:1])C(CCC[*:1])(CCC[*:1])c2cc(C(=O)O)ccc21,CCCCCC[N+]1=C([*:1])C(CCC[*:1])(CCC[*:1])c2ccccc21,CCCCCC[N+]1=C([*:1])C(CCC[*:1])(CCC[*:1])c2cc(C(=O)O)ccc21
CCCCCC[N+]1=C([*:2])C(CCC[*:2])(CCC[*:2])c2ccccc21 --->>>--- CCCCCC[N+]1=C([*:2])C(CCC[*:2])(CCC[*:2])c2cc(C(=O)O)ccc21,CCCCCC[N+]1=C([*:2])C(CCC[*:2])(CCC[*:2])c2ccccc21,CCCCCC[N+]1=C([*:2])C(CCC[*:2])(CCC[*:2])c2cc(C(=O)O)ccc21
